,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.14103,0.25110,0.16703,0.34440,0.25110,0.27094,non-corporate,0.23360,2025
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.35411,0.12245,0.02112,0.22196,0.12245,0.14323,non-corporate,0.78001,2025
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.42748,0.08296,-0.02493,0.17981,0.08296,0.10293,non-corporate,0.81819,2025
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.33887,0.13154,0.03141,0.23072,0.13154,0.15224,non-corporate,0.76856,2025
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.30362,0.15033,0.05346,0.25098,0.15033,0.17154,non-corporate,0.75037,2025
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.25242,0.18467,0.09134,0.28039,0.18467,0.20470,non-corporate,0.61674,2025
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.43107,0.07660,-0.03096,0.17774,0.07660,0.09765,non-corporate,0.87679,2025
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.32557,0.14198,0.04262,0.23836,0.14198,0.16205,non-corporate,0.69898,2025
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.20196,0.21838,0.12868,0.30939,0.21838,0.23738,non-corporate,0.44458,2025
122,Utilities,110848021471.32501,2200,Utilities,-0.39109,0.10356,-0.00128,0.20071,0.10356,0.12363,non-corporate,0.79530,2025
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.13260,0.25372,0.17072,0.34924,0.25372,0.27417,non-corporate,0.21121,2025
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.10892,0.26357,0.19158,0.23095,0.45003,0.40760,corporate,0.29126,2025
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.21756,0.19398,0.11433,0.15560,0.39806,0.35099,corporate,0.64714,2025
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.16745,0.22324,0.14774,0.19035,0.41991,0.37547,corporate,0.40423,2025
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.26287,0.17652,0.09270,0.12418,0.38502,0.33514,corporate,0.60296,2025
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.16025,0.22575,0.15058,0.19535,0.42178,0.37755,corporate,0.56324,2025
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.15846,0.23332,0.15726,0.19659,0.42743,0.38244,corporate,0.48414,2025
132,Information,1889701924722.87842,,Information,-0.30873,0.15045,0.06301,0.09237,0.36554,0.31338,corporate,0.74575,2025
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.12134,0.25660,0.18349,0.22233,0.44482,0.40167,corporate,0.39076,2025
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.17729,0.21818,0.14162,0.18352,0.41612,0.37099,corporate,0.53144,2025
135,Mining,1516828156663.24072,,Mining,-0.34654,0.11211,0.02366,0.06615,0.33691,0.28455,corporate,0.83126,2025
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.17740,0.22512,0.14730,0.18345,0.42131,0.37515,corporate,0.46654,2025
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.23016,0.19165,0.11058,0.14686,0.39632,0.34824,corporate,0.67835,2025
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.12433,0.26304,0.18920,0.22026,0.44963,0.40585,corporate,0.15695,2025
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.31573,0.13448,0.04762,0.08752,0.35362,0.30211,corporate,0.76328,2025
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.17867,0.23290,0.14513,0.32277,0.23290,0.25177,non-corporate,0.34352,2025
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.28463,0.16704,0.07096,0.26188,0.16704,0.18686,non-corporate,0.67240,2025
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.22114,0.20712,0.11611,0.29836,0.20712,0.22637,non-corporate,0.32910,2025
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.33088,0.14548,0.04499,0.23531,0.14548,0.16413,non-corporate,0.63137,2025
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.19443,0.22411,0.13504,0.31371,0.22411,0.24294,non-corporate,0.34809,2025
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.22967,0.20221,0.11018,0.29346,0.20221,0.22118,non-corporate,0.51488,2025
151,Information,167179370661.11032,,Information,-0.36908,0.12375,0.02002,0.21336,0.12375,0.14228,non-corporate,0.74905,2025
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.19676,0.22314,0.13375,0.31237,0.22314,0.24182,non-corporate,0.42349,2025
153,Manufacturing,649562708068.65234,,Manufacturing,-0.24033,0.19359,0.10117,0.28734,0.19359,0.21330,non-corporate,0.52038,2025
154,Mining,317661770013.00690,,Mining,-0.39413,0.09819,-0.00629,0.19897,0.09819,0.11925,non-corporate,0.82963,2025
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.25114,0.19106,0.09707,0.28113,0.19106,0.20971,non-corporate,0.51188,2025
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.30510,0.15949,0.06122,0.25012,0.15949,0.17834,non-corporate,0.69422,2025
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.18734,0.23540,0.14615,0.31779,0.23540,0.25267,non-corporate,0.11063,2025
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.35933,0.12081,0.01885,0.21896,0.12081,0.14125,non-corporate,0.76406,2025
162,Overall,20307631130712.19531,,Overall,-0.19723,0.20876,0.13043,0.16970,0.40909,0.36278,corporate,0.51931,2025
163,Overall,17036588869287.80469,,Overall,-0.20523,0.22136,0.13101,0.30751,0.22136,0.23942,non-corporate,0.24928,2025
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.08874,0.27780,0.20710,0.26136,0.46282,0.42387,corporate,0.20525,2026
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.12167,0.25228,0.17958,0.23902,0.44383,0.40387,corporate,0.40456,2026
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.16672,0.22147,0.14584,0.20846,0.42092,0.37936,corporate,0.65297,2026
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.21225,0.20217,0.12190,0.17757,0.40657,0.36196,corporate,0.56436,2026
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.14374,0.23786,0.16385,0.22405,0.43311,0.39244,corporate,0.37573,2026
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.15137,0.23887,0.16380,0.21887,0.43386,0.39241,corporate,0.35388,2026
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.25229,0.19287,0.10867,0.15041,0.39964,0.35234,corporate,0.61874,2026
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.22503,0.19333,0.11267,0.16889,0.39999,0.35525,corporate,0.54853,2026
8,Construction,167674309864.62842,2300,Construction,-0.14449,0.23546,0.16173,0.22354,0.43133,0.39090,corporate,0.42655,2026
9,Educational services,321852356259.17963,6100,Educational services,-0.13900,0.24920,0.17392,0.22726,0.44154,0.39976,corporate,0.41717,2026
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.15188,0.22765,0.15332,0.21853,0.42552,0.38479,corporate,0.61408,2026
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.10648,0.26491,0.19308,0.24933,0.45323,0.41368,corporate,0.32051,2026
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.11458,0.25453,0.18244,0.24383,0.44551,0.40595,corporate,0.50934,2026
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.08843,0.27752,0.20660,0.26157,0.46261,0.42350,corporate,0.25684,2026
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.14493,0.23597,0.16154,0.22324,0.43170,0.39076,corporate,0.54359,2026
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.14310,0.24418,0.16896,0.22448,0.43781,0.39615,corporate,0.44738,2026
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.14332,0.24216,0.16709,0.22433,0.43631,0.39480,corporate,0.47383,2026
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.14365,0.24070,0.16591,0.22411,0.43522,0.39394,corporate,0.46651,2026
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.21733,0.21185,0.13069,0.17412,0.41377,0.36835,corporate,0.62747,2026
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.28256,0.19029,0.10311,0.12987,0.39773,0.34831,corporate,0.69379,2026
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.26936,0.17035,0.08556,0.13882,0.38290,0.33555,corporate,0.71099,2026
21,Information and data processing services,118194411065.82817,5140,Information,-0.20146,0.20625,0.12743,0.18489,0.40960,0.36598,corporate,0.75279,2026
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.11212,0.26178,0.18935,0.24550,0.45090,0.41097,corporate,0.38570,2026
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.12702,0.24312,0.17081,0.23539,0.43702,0.39750,corporate,0.45756,2026
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.11382,0.25067,0.17924,0.24435,0.44264,0.40362,corporate,0.46546,2026
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.07400,0.27361,0.20547,0.27136,0.45970,0.42268,corporate,0.30926,2026
26,Wood products,45996624948.83839,3210,Manufacturing,-0.10888,0.25591,0.18475,0.24770,0.44654,0.40763,corporate,0.38875,2026
27,Paper products,129541595783.22841,3220,Manufacturing,-0.16352,0.22228,0.14703,0.21063,0.42152,0.38022,corporate,0.55911,2026
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.16465,0.22145,0.14608,0.20986,0.42091,0.37953,corporate,0.59301,2026
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.12841,0.24930,0.17631,0.23445,0.44162,0.40150,corporate,0.33334,2026
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.24923,0.18137,0.09850,0.15248,0.39109,0.34496,corporate,0.63468,2026
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.15253,0.22798,0.15372,0.21808,0.42576,0.38508,corporate,0.53219,2026
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.13513,0.24339,0.17000,0.22989,0.43722,0.39691,corporate,0.40575,2026
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.12861,0.24079,0.16846,0.23431,0.43529,0.39579,corporate,0.48646,2026
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.14085,0.23335,0.16014,0.22601,0.42975,0.38975,corporate,0.52205,2026
35,Machinery,272319888399.54382,3330,Manufacturing,-0.15078,0.23073,0.15643,0.21927,0.42781,0.38705,corporate,0.51423,2026
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.17211,0.22838,0.15132,0.20480,0.42606,0.38333,corporate,0.60852,2026
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.12658,0.24653,0.17393,0.23569,0.43956,0.39976,corporate,0.42868,2026
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.14380,0.23630,0.16242,0.22401,0.43195,0.39140,corporate,0.54471,2026
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.11349,0.25284,0.18150,0.24457,0.44426,0.40527,corporate,0.41151,2026
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.11737,0.24973,0.17803,0.24193,0.44194,0.40274,corporate,0.44098,2026
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.15737,0.23002,0.15487,0.21480,0.42728,0.38592,corporate,0.50406,2026
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.33774,0.11808,0.02987,0.09243,0.34401,0.29509,corporate,0.84214,2026
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.22043,0.19121,0.11141,0.17202,0.39841,0.35434,corporate,0.59997,2026
44,Support activities for mining,120225750260.04312,2130,Mining,-0.24910,0.16772,0.08640,0.15257,0.38094,0.33616,corporate,0.76856,2026
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.16744,0.23095,0.15381,0.20797,0.42797,0.38515,corporate,0.45877,2026
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.12356,0.24693,0.17440,0.23774,0.43985,0.40010,corporate,0.53124,2026
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.21283,0.20173,0.12185,0.17718,0.40623,0.36192,corporate,0.67859,2026
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16810,0.22631,0.15004,0.20752,0.42452,0.38240,corporate,0.64406,2026
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.10994,0.27345,0.20048,0.24698,0.45958,0.41905,corporate,0.09055,2026
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.24004,0.16967,0.08957,0.15872,0.38239,0.33847,corporate,0.80341,2026
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.08341,0.27348,0.20397,0.26498,0.45960,0.42159,corporate,0.27817,2026
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.27075,0.15890,0.07548,0.13788,0.37438,0.32823,corporate,0.74440,2026
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.34407,0.12673,0.03610,0.08814,0.35045,0.29962,corporate,0.75236,2026
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.24128,0.17677,0.09528,0.15787,0.38767,0.34262,corporate,0.71846,2026
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.19934,0.19592,0.11868,0.18632,0.40191,0.35962,corporate,0.70739,2026
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.16062,0.22582,0.15034,0.21259,0.42415,0.38263,corporate,0.57052,2026
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.35649,0.10962,0.01964,0.07971,0.33772,0.28766,corporate,0.83912,2026
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.23207,0.18687,0.10558,0.16412,0.39518,0.35010,corporate,0.64252,2026
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.11878,0.25617,0.18322,0.24098,0.44673,0.40651,corporate,0.39779,2026
60,Utilities,2043224620805.23413,2200,Utilities,-0.29648,0.15232,0.06539,0.12042,0.36948,0.32090,corporate,0.72708,2026
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.07454,0.27218,0.20429,0.27100,0.45864,0.42183,corporate,0.29600,2026
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.21255,0.29195,0.19279,0.32564,0.29195,0.29815,non-corporate,0.28342,2026
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.25541,0.26352,0.16102,0.30181,0.26352,0.27053,non-corporate,0.48481,2026
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.30205,0.23705,0.13073,0.27587,0.23705,0.24419,non-corporate,0.66794,2026
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.36770,0.20783,0.09508,0.23936,0.20783,0.21320,non-corporate,0.61491,2026
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.26834,0.25894,0.15539,0.29462,0.25894,0.26563,non-corporate,0.34545,2026
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.26244,0.27330,0.16954,0.29790,0.27330,0.27794,non-corporate,0.16869,2026
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.42059,0.19530,0.07713,0.20995,0.19530,0.19759,non-corporate,0.66126,2026
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.37905,0.20214,0.08868,0.23305,0.20214,0.20763,non-corporate,0.57224,2026
70,Construction,416883328410.43872,2300,Construction,-0.27851,0.25708,0.15245,0.28896,0.25708,0.26307,non-corporate,0.34416,2026
71,Educational services,223504007264.40912,6100,Educational services,-0.27553,0.26022,0.15507,0.29062,0.26022,0.26536,non-corporate,0.45788,2026
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.27231,0.25058,0.14700,0.29241,0.25058,0.25834,non-corporate,0.58675,2026
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.22899,0.28568,0.18508,0.31650,0.28568,0.29144,non-corporate,0.23680,2026
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.24138,0.27178,0.17043,0.30961,0.27178,0.27871,non-corporate,0.50823,2026
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.21725,0.29163,0.19182,0.32303,0.29163,0.29731,non-corporate,0.26183,2026
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.27901,0.24996,0.14538,0.28869,0.24996,0.25693,non-corporate,0.57857,2026
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.28006,0.25560,0.15030,0.28810,0.25560,0.26121,non-corporate,0.48760,2026
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.27907,0.25442,0.14934,0.28865,0.25442,0.26037,non-corporate,0.51154,2026
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.27835,0.25494,0.15006,0.28905,0.25494,0.26100,non-corporate,0.47865,2026
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.35167,0.22929,0.11747,0.24827,0.22929,0.23267,non-corporate,0.58772,2026
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.45249,0.19397,0.07246,0.19220,0.19397,0.19353,non-corporate,0.71704,2026
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.42364,0.18054,0.06280,0.20825,0.18054,0.18513,non-corporate,0.72097,2026
83,Information and data processing services,9622690880.85332,5140,Information,-0.33942,0.22244,0.11249,0.25509,0.22244,0.22833,non-corporate,0.73945,2026
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.24018,0.27630,0.17476,0.31028,0.27630,0.28248,non-corporate,0.42195,2026
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.23967,0.26808,0.16748,0.31056,0.26808,0.27614,non-corporate,0.43273,2026
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.23161,0.27202,0.17202,0.31505,0.27202,0.28010,non-corporate,0.46647,2026
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.19013,0.29406,0.19779,0.33811,0.29406,0.30250,non-corporate,0.32362,2026
88,Wood products,13100141973.28175,3210,Manufacturing,-0.23168,0.27449,0.17437,0.31501,0.27449,0.28213,non-corporate,0.40221,2026
89,Paper products,18990987477.15243,3220,Manufacturing,-0.28761,0.24292,0.13804,0.28390,0.24292,0.25055,non-corporate,0.55661,2026
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.29136,0.24075,0.13552,0.28181,0.24075,0.24835,non-corporate,0.59843,2026
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.25640,0.26463,0.16219,0.30126,0.26463,0.27155,non-corporate,0.36637,2026
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.38854,0.19774,0.08337,0.22777,0.19774,0.20302,non-corporate,0.62959,2026
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.26552,0.25394,0.15111,0.29619,0.25394,0.26191,non-corporate,0.50236,2026
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.26017,0.26152,0.15879,0.29916,0.26152,0.26859,non-corporate,0.41632,2026
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.24244,0.26498,0.16423,0.30902,0.26498,0.27332,non-corporate,0.47297,2026
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.25763,0.25695,0.15489,0.30057,0.25695,0.26520,non-corporate,0.50851,2026
97,Machinery,44994036766.64782,3330,Manufacturing,-0.25836,0.25893,0.15665,0.30017,0.25893,0.26673,non-corporate,0.47028,2026
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.30363,0.24408,0.13704,0.27499,0.24408,0.24968,non-corporate,0.61930,2026
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.23679,0.27144,0.17095,0.31216,0.27144,0.27916,non-corporate,0.40799,2026
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.26096,0.25905,0.15642,0.29872,0.25905,0.26653,non-corporate,0.52712,2026
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.21887,0.28003,0.18125,0.32213,0.28003,0.28812,non-corporate,0.37627,2026
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.23255,0.27207,0.17203,0.31452,0.27207,0.28010,non-corporate,0.43972,2026
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.27053,0.25468,0.15114,0.29340,0.25468,0.26194,non-corporate,0.48133,2026
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.50879,0.12604,0.00191,0.16089,0.12604,0.13219,non-corporate,0.85314,2026
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.36123,0.20953,0.09783,0.24296,0.20953,0.21559,non-corporate,0.56965,2026
106,Support activities for mining,25044165259.49403,2130,Mining,-0.40123,0.18051,0.06590,0.22071,0.18051,0.18782,non-corporate,0.77895,2026
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.31316,0.23918,0.13094,0.26969,0.23918,0.24438,non-corporate,0.50819,2026
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.25245,0.26315,0.16104,0.30345,0.26315,0.27054,non-corporate,0.55391,2026
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.36206,0.21237,0.10027,0.24249,0.21237,0.21771,non-corporate,0.70031,2026
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.30665,0.23988,0.13275,0.27331,0.23988,0.24595,non-corporate,0.66350,2026
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.24613,0.28483,0.18216,0.30697,0.28483,0.28891,non-corporate,0.09775,2026
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.38521,0.18599,0.07311,0.22962,0.18599,0.19409,non-corporate,0.80438,2026
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.17606,0.30344,0.20829,0.34594,0.30344,0.31163,non-corporate,0.23190,2026
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.42826,0.16913,0.05186,0.20568,0.16913,0.17562,non-corporate,0.76340,2026
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.52188,0.12920,0.00277,0.15361,0.12920,0.13294,non-corporate,0.77347,2026
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.39243,0.18803,0.07378,0.22560,0.18803,0.19468,non-corporate,0.73913,2026
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.34243,0.20991,0.10065,0.25341,0.20991,0.21804,non-corporate,0.73331,2026
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.29750,0.23942,0.13332,0.27840,0.23942,0.24644,non-corporate,0.60389,2026
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.53419,0.11470,-0.01186,0.14676,0.11470,0.12022,non-corporate,0.85573,2026
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.38406,0.19657,0.08269,0.23026,0.19657,0.20242,non-corporate,0.66808,2026
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.25032,0.26935,0.16691,0.30464,0.26935,0.27565,non-corporate,0.44142,2026
122,Utilities,110848021471.32501,2200,Utilities,-0.45995,0.15922,0.03831,0.18805,0.15922,0.16383,non-corporate,0.74496,2026
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.16132,0.30774,0.21431,0.35414,0.30774,0.31687,non-corporate,0.20785,2026
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.10183,0.26768,0.19619,0.25248,0.45529,0.41594,corporate,0.28589,2026
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.18428,0.21396,0.13655,0.19654,0.41533,0.37261,corporate,0.61799,2026
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.14440,0.23795,0.16384,0.22360,0.43318,0.39244,corporate,0.37382,2026
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.23679,0.19313,0.11093,0.16092,0.39984,0.35399,corporate,0.57919,2026
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.13694,0.23907,0.16559,0.22866,0.43401,0.39371,corporate,0.55066,2026
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.14360,0.24184,0.16685,0.22414,0.43607,0.39462,corporate,0.47415,2026
132,Information,1889701924722.87842,,Information,-0.26093,0.18031,0.09596,0.14454,0.39030,0.34311,corporate,0.70201,2026
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.11212,0.26178,0.18935,0.24550,0.45090,0.41097,corporate,0.38570,2026
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.16316,0.22651,0.15092,0.21087,0.42467,0.38305,corporate,0.52074,2026
135,Mining,1516828156663.24072,,Mining,-0.31450,0.13202,0.04553,0.10820,0.35439,0.30647,corporate,0.80594,2026
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.16744,0.23095,0.15381,0.20797,0.42797,0.38515,corporate,0.45877,2026
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.20038,0.20824,0.12938,0.18562,0.41108,0.36739,corporate,0.66438,2026
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.12038,0.26529,0.19173,0.23989,0.45352,0.41270,corporate,0.15385,2026
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.28351,0.15510,0.07014,0.12922,0.37155,0.32435,corporate,0.72936,2026
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.22469,0.28392,0.18382,0.31889,0.28392,0.29035,non-corporate,0.34187,2026
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.32372,0.22733,0.11889,0.26382,0.22733,0.23390,non-corporate,0.64985,2026
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.26711,0.26198,0.15838,0.29530,0.26198,0.26823,non-corporate,0.30864,2026
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.39754,0.19906,0.08349,0.22276,0.19906,0.20312,non-corporate,0.61251,2026
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.23894,0.27704,0.17575,0.31097,0.27704,0.28333,non-corporate,0.34467,2026
