,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.08620,0.18739,0.12927,0.24418,0.28921,0.27935,corporate,0.40191,2025
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.12560,0.15961,0.09907,0.21676,0.26491,0.25435,corporate,0.65047,2025
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.14840,0.14754,0.08478,0.20090,0.25436,0.24252,corporate,0.56153,2025
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.10170,0.17589,0.11700,0.23340,0.27915,0.26919,corporate,0.37426,2025
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.10561,0.17664,0.11705,0.23068,0.27981,0.26923,corporate,0.35259,2025
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.18330,0.13480,0.06845,0.17662,0.24321,0.22901,corporate,0.61571,2025
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.15682,0.14074,0.07781,0.19504,0.24840,0.23675,corporate,0.54660,2025
8,Construction,167674309864.62842,2300,Construction,-0.10288,0.17384,0.11513,0.23258,0.27736,0.26764,corporate,0.42516,2025
9,Educational services,321852356259.17963,6100,Educational services,-0.09886,0.18407,0.12406,0.23538,0.28631,0.27504,corporate,0.41312,2025
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.11001,0.16725,0.10811,0.22761,0.27159,0.26183,corporate,0.61114,2025
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.07659,0.19666,0.13882,0.25087,0.29732,0.28725,corporate,0.31820,2025
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.08611,0.18725,0.12909,0.24424,0.28908,0.27919,corporate,0.50602,2025
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06134,0.20793,0.15083,0.26148,0.30718,0.29719,corporate,0.25357,2025
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.10407,0.17396,0.11473,0.23175,0.27747,0.26731,corporate,0.54023,2025
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.10110,0.18058,0.12076,0.23382,0.28325,0.27230,corporate,0.44368,2025
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.10151,0.17907,0.11940,0.23353,0.28193,0.27117,corporate,0.46997,2025
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.10209,0.17780,0.11831,0.23313,0.28083,0.27028,corporate,0.46313,2025
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.16950,0.14532,0.07986,0.18622,0.25241,0.23845,corporate,0.62463,2025
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.21324,0.12611,0.05658,0.15578,0.23561,0.21918,corporate,0.69008,2025
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.19029,0.12106,0.05524,0.17176,0.23119,0.21808,corporate,0.70808,2025
21,Information and data processing services,118194411065.82817,5140,Information,-0.16028,0.14210,0.07838,0.19264,0.24960,0.23723,corporate,0.75043,2025
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.08296,0.19308,0.13463,0.24643,0.29419,0.28379,corporate,0.38278,2025
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.09335,0.17906,0.12107,0.23921,0.28192,0.27256,corporate,0.45533,2025
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.08350,0.18550,0.12811,0.24606,0.28755,0.27838,corporate,0.46250,2025
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.05577,0.20383,0.14846,0.26536,0.30359,0.29523,corporate,0.30704,2025
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07952,0.18962,0.13237,0.24883,0.29116,0.28191,corporate,0.38645,2025
27,Paper products,129541595783.22841,3220,Manufacturing,-0.12019,0.16174,0.10179,0.22053,0.26677,0.25660,corporate,0.55671,2025
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.12206,0.16061,0.10048,0.21923,0.26578,0.25552,corporate,0.59035,2025
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.09154,0.18445,0.12605,0.24047,0.28663,0.27668,corporate,0.33191,2025
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.18845,0.12375,0.05801,0.17304,0.23354,0.22037,corporate,0.63239,2025
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.11373,0.16577,0.10633,0.22502,0.27030,0.26036,corporate,0.52995,2025
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.09753,0.17935,0.12066,0.23630,0.28218,0.27222,corporate,0.40387,2025
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.09366,0.17777,0.11989,0.23899,0.28079,0.27158,corporate,0.48404,2025
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.10377,0.17110,0.11254,0.23196,0.27496,0.26549,corporate,0.51977,2025
35,Machinery,272319888399.54382,3330,Manufacturing,-0.11492,0.16661,0.10686,0.22420,0.27103,0.26080,corporate,0.51208,2025
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.14221,0.15820,0.09514,0.20521,0.26368,0.25110,corporate,0.60601,2025
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.09753,0.17928,0.12056,0.23630,0.28212,0.27214,corporate,0.42656,2025
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11313,0.16964,0.10977,0.22545,0.27369,0.26320,corporate,0.54255,2025
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08988,0.18384,0.12579,0.24162,0.28610,0.27646,corporate,0.40966,2025
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.08758,0.18379,0.12604,0.24322,0.28606,0.27667,corporate,0.43858,2025
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.12228,0.16435,0.10371,0.21908,0.26906,0.25819,corporate,0.50190,2025
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.23300,0.08377,0.01664,0.14204,0.19857,0.18613,corporate,0.84035,2025
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.15492,0.13908,0.07672,0.19636,0.24696,0.23585,corporate,0.59797,2025
44,Support activities for mining,120225750260.04312,2130,Mining,-0.17623,0.12080,0.05757,0.18153,0.23096,0.22000,corporate,0.76647,2025
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.11861,0.16956,0.10848,0.22163,0.27361,0.26214,corporate,0.45545,2025
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.08974,0.18262,0.12454,0.24172,0.28503,0.27543,corporate,0.52801,2025
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16484,0.13962,0.07554,0.18946,0.24743,0.23487,corporate,0.67609,2025
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.13359,0.15971,0.09787,0.21121,0.26500,0.25335,corporate,0.64150,2025
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.07507,0.20391,0.14537,0.25193,0.30366,0.29267,corporate,0.09289,2025
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.17037,0.12252,0.06010,0.18562,0.23247,0.22210,corporate,0.80160,2025
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.05947,0.20455,0.14842,0.26279,0.30422,0.29520,corporate,0.27591,2025
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.18924,0.11431,0.04986,0.17248,0.22529,0.21362,corporate,0.74210,2025
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.23460,0.09021,0.02152,0.14092,0.20421,0.19017,corporate,0.74981,2025
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.16970,0.12795,0.06460,0.18608,0.23722,0.22582,corporate,0.71584,2025
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.14255,0.14266,0.08191,0.20497,0.25009,0.24015,corporate,0.70545,2025
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.11445,0.16622,0.10643,0.22453,0.27069,0.26044,corporate,0.56736,2025
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.24433,0.07760,0.00946,0.13415,0.19318,0.18018,corporate,0.83723,2025
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.16280,0.13556,0.07223,0.19088,0.24388,0.23213,corporate,0.63986,2025
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.08406,0.19044,0.13209,0.24567,0.29188,0.28168,corporate,0.39436,2025
60,Utilities,2043224620805.23413,2200,Utilities,-0.20455,0.10935,0.04274,0.16183,0.22095,0.20773,corporate,0.72411,2025
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.05583,0.20292,0.14777,0.26532,0.30279,0.29466,corporate,0.29454,2025
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.20276,0.28101,0.19585,0.30071,0.28101,0.28390,non-corporate,0.26863,2025
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.24431,0.25254,0.16452,0.27655,0.25254,0.25601,non-corporate,0.46913,2025
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.29016,0.22627,0.13497,0.24990,0.22627,0.22969,non-corporate,0.65544,2025
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.35119,0.20050,0.10359,0.21442,0.20050,0.20175,non-corporate,0.60006,2025
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.25637,0.24829,0.15953,0.26955,0.24829,0.25156,non-corporate,0.33906,2025
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.24972,0.26433,0.17543,0.27341,0.26433,0.26572,non-corporate,0.16572,2025
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.40217,0.19066,0.08917,0.18477,0.19066,0.18890,non-corporate,0.64552,2025
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.36182,0.19465,0.09737,0.20823,0.19465,0.19621,non-corporate,0.56251,2025
70,Construction,416883328410.43872,2300,Construction,-0.26580,0.24717,0.15751,0.26406,0.24717,0.24976,non-corporate,0.33873,2025
71,Educational services,223504007264.40912,6100,Educational services,-0.26334,0.25145,0.16090,0.26549,0.25145,0.25278,non-corporate,0.43626,2025
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.26092,0.23910,0.15022,0.26690,0.23910,0.24327,non-corporate,0.57288,2025
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.21848,0.27519,0.18887,0.29157,0.27519,0.27769,non-corporate,0.22839,2025
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.23149,0.26043,0.17332,0.28401,0.26043,0.26384,non-corporate,0.49185,2025
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.20711,0.28131,0.19553,0.29819,0.28131,0.28362,non-corporate,0.24591,2025
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.26711,0.23946,0.14959,0.26330,0.23946,0.24271,non-corporate,0.56100,2025
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.26763,0.24649,0.15588,0.26299,0.24649,0.24831,non-corporate,0.46784,2025
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.26679,0.24500,0.15458,0.26349,0.24500,0.24715,non-corporate,0.49111,2025
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.26607,0.24529,0.15513,0.26391,0.24529,0.24764,non-corporate,0.46160,2025
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.33788,0.22191,0.12583,0.22215,0.22191,0.22155,non-corporate,0.57476,2025
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.43325,0.19109,0.08689,0.16670,0.19109,0.18687,non-corporate,0.69841,2025
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.40483,0.17468,0.07352,0.18323,0.17468,0.17497,non-corporate,0.70690,2025
83,Information and data processing services,9622690880.85332,5140,Information,-0.32728,0.21282,0.11823,0.22832,0.21282,0.21478,non-corporate,0.72838,2025
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.23009,0.26561,0.17831,0.28482,0.26561,0.26828,non-corporate,0.40624,2025
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.22978,0.25559,0.16934,0.28500,0.25559,0.26030,non-corporate,0.42241,2025
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.22204,0.25953,0.17372,0.28950,0.25953,0.26420,non-corporate,0.45188,2025
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.18235,0.28046,0.19790,0.31258,0.28046,0.28573,non-corporate,0.31226,2025
88,Wood products,13100141973.28175,3210,Manufacturing,-0.22191,0.26233,0.17644,0.28958,0.26233,0.26662,non-corporate,0.39050,2025
89,Paper products,18990987477.15243,3220,Manufacturing,-0.27589,0.23160,0.14163,0.25819,0.23160,0.23562,non-corporate,0.54496,2025
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.27968,0.22951,0.13918,0.25599,0.22951,0.23344,non-corporate,0.58532,2025
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.24522,0.25347,0.16566,0.27603,0.25347,0.25702,non-corporate,0.35868,2025
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.37337,0.18974,0.09143,0.20152,0.18974,0.19091,non-corporate,0.61882,2025
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.25492,0.24184,0.15365,0.27039,0.24184,0.24632,non-corporate,0.49206,2025
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.24903,0.25029,0.16220,0.27381,0.25029,0.25393,non-corporate,0.40684,2025
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.23242,0.25238,0.16600,0.28347,0.25238,0.25732,non-corporate,0.46150,2025
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.24717,0.24459,0.15708,0.27489,0.24459,0.24938,non-corporate,0.49767,2025
97,Machinery,44994036766.64782,3330,Manufacturing,-0.24834,0.24673,0.15898,0.27421,0.24673,0.25107,non-corporate,0.46078,2025
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.29348,0.23391,0.14174,0.24796,0.23391,0.23571,non-corporate,0.60700,2025
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.22763,0.25897,0.17272,0.28625,0.25897,0.26331,non-corporate,0.39816,2025
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.25133,0.24701,0.15888,0.27248,0.24701,0.25098,non-corporate,0.51703,2025
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.21066,0.26682,0.18209,0.29612,0.26682,0.27165,non-corporate,0.36806,2025
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.22316,0.25946,0.17364,0.28885,0.25946,0.26413,non-corporate,0.42798,2025
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.26038,0.24300,0.15409,0.26721,0.24300,0.24672,non-corporate,0.47140,2025
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.48543,0.12059,0.01441,0.13636,0.12059,0.12233,non-corporate,0.84462,2025
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.34504,0.20115,0.10541,0.21799,0.20115,0.20337,non-corporate,0.56051,2025
106,Support activities for mining,25044165259.49403,2130,Mining,-0.38384,0.17180,0.07360,0.19543,0.17180,0.17504,non-corporate,0.76898,2025
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.29929,0.23094,0.13781,0.24459,0.23094,0.23222,non-corporate,0.49026,2025
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.24183,0.25174,0.16403,0.27800,0.25174,0.25556,non-corporate,0.53725,2025
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.34842,0.20373,0.10734,0.21602,0.20373,0.20508,non-corporate,0.68780,2025
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.29554,0.22968,0.13754,0.24677,0.22968,0.23198,non-corporate,0.65053,2025
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.23569,0.27536,0.18713,0.28156,0.27536,0.27614,non-corporate,0.09569,2025
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.36875,0.17618,0.07956,0.20421,0.17618,0.18034,non-corporate,0.79589,2025
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.16836,0.28994,0.20838,0.32071,0.28994,0.29506,non-corporate,0.22266,2025
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.40919,0.16175,0.06127,0.18069,0.16175,0.16406,non-corporate,0.75191,2025
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.49705,0.12650,0.01801,0.12961,0.12650,0.12554,non-corporate,0.76108,2025
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.37521,0.17993,0.08189,0.20045,0.17993,0.18242,non-corporate,0.72629,2025
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.32797,0.19924,0.10567,0.22792,0.19924,0.20360,non-corporate,0.72366,2025
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.28471,0.22921,0.13808,0.25306,0.22921,0.23246,non-corporate,0.58735,2025
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.50924,0.11043,0.00215,0.12253,0.11043,0.11141,non-corporate,0.84661,2025
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.36698,0.18901,0.09124,0.20523,0.18901,0.19074,non-corporate,0.65470,2025
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.23926,0.25904,0.17096,0.27949,0.25904,0.26174,non-corporate,0.42282,2025
122,Utilities,110848021471.32501,2200,Utilities,-0.43874,0.15450,0.05061,0.16351,0.15450,0.15456,non-corporate,0.73062,2025
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.15458,0.29296,0.21301,0.32873,0.29296,0.29919,non-corporate,0.20280,2025
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.07113,0.19989,0.14249,0.25467,0.30015,0.29028,corporate,0.28349,2025
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.13449,0.15489,0.09348,0.21058,0.26078,0.24972,corporate,0.61535,2025
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.10204,0.17596,0.11701,0.23316,0.27921,0.26920,corporate,0.37237,2025
127,"Arts, entertainment, and recreation",183023311190.91339,,"Arts, entertainment, and recreation",-0.16824,0.13816,0.07374,0.18710,0.24615,0.23339,corporate,0.57678,2025
130,Finance and insurance,1136731001700.34302,,Finance and insurance,-0.09980,0.17597,0.11724,0.23472,0.27922,0.26939,corporate,0.54769,2025
131,Health care and social assistance,742735906772.80237,,Health care and social assistance,-0.10191,0.17870,0.11905,0.23325,0.28161,0.27089,corporate,0.47054,2025
132,Information,1889701924722.87842,,Information,-0.18934,0.12584,0.05965,0.17241,0.23537,0.22173,corporate,0.69902,2025
133,Management of companies and enterprises,424413204161.25208,,Management of companies and enterprises,-0.08296,0.19308,0.13463,0.24643,0.29419,0.28379,corporate,0.38278,2025
134,Manufacturing,3957731403454.22363,,Manufacturing,-0.12443,0.16248,0.10174,0.21758,0.26742,0.25656,corporate,0.51855,2025
135,Mining,1516828156663.24072,,Mining,-0.21801,0.09409,0.02792,0.15246,0.20760,0.19546,corporate,0.80410,2025
136,"Other services, except government",227393671623.35632,,"Other services, except government",-0.11861,0.16956,0.10848,0.22163,0.27361,0.26214,corporate,0.45545,2025
137,"Professional, scientific, and technical services",311940720413.04395,,"Professional, scientific, and technical services",-0.15535,0.14532,0.08196,0.19607,0.25241,0.24019,corporate,0.66183,2025
138,Real estate and rental and leasing,2794042611502.89404,,Real estate and rental and leasing,-0.08290,0.19730,0.13843,0.24648,0.29788,0.28693,corporate,0.15582,2025
140,Transportation and warehousing,1016357427176.24634,,Transportation and warehousing,-0.19691,0.11142,0.04603,0.16715,0.22276,0.21045,corporate,0.72697,2025
143,Accommodation and food services,453453559859.06067,,Accommodation and food services,-0.21454,0.27297,0.18700,0.29387,0.27297,0.27602,non-corporate,0.32683,2025
144,Administrative and waste management services,133222200109.40714,,Administrative and waste management services,-0.31035,0.21767,0.12452,0.23816,0.21767,0.22038,non-corporate,0.63655,2025
145,"Agriculture, forestry, fishing, and hunting",878144931748.55566,,"Agriculture, forestry, fishing, and hunting",-0.25498,0.25169,0.16289,0.27035,0.25169,0.25455,non-corporate,0.30296,2025
146,"Arts, entertainment, and recreation",189876790497.71692,,"Arts, entertainment, and recreation",-0.37979,0.19285,0.09368,0.19779,0.19285,0.19292,non-corporate,0.60007,2025
149,Finance and insurance,309388598978.03119,,Finance and insurance,-0.22831,0.26627,0.17934,0.28586,0.26627,0.26920,non-corporate,0.33355,2025
150,Health care and social assistance,712395514860.77893,,Health care and social assistance,-0.26739,0.24472,0.15431,0.26314,0.24472,0.24691,non-corporate,0.49062,2025
151,Information,167179370661.11032,,Information,-0.40113,0.18332,0.08228,0.18538,0.18332,0.18277,non-corporate,0.69815,2025
152,Management of companies and enterprises,90403382554.93427,,Management of companies and enterprises,-0.23009,0.26561,0.17831,0.28482,0.26561,0.26828,non-corporate,0.40624,2025
153,Manufacturing,649562708068.65234,,Manufacturing,-0.27517,0.23564,0.14551,0.25861,0.23564,0.23907,non-corporate,0.50299,2025
154,Mining,317661770013.00690,,Mining,-0.45663,0.13646,0.03247,0.15311,0.13646,0.13841,non-corporate,0.80059,2025
155,"Other services, except government",434659499245.13385,,"Other services, except government",-0.29929,0.23094,0.13781,0.24459,0.23094,0.23222,non-corporate,0.49026,2025
156,"Professional, scientific, and technical services",309828490189.64392,,"Professional, scientific, and technical services",-0.33316,0.21077,0.11562,0.22490,0.21077,0.21245,non-corporate,0.67159,2025
157,Real estate and rental and leasing,10382152390209.22852,,Real estate and rental and leasing,-0.23787,0.27378,0.18541,0.28030,0.27378,0.27461,non-corporate,0.10834,2025
159,Transportation and warehousing,270737659127.65555,,Transportation and warehousing,-0.41162,0.16390,0.06285,0.17928,0.16390,0.16546,non-corporate,0.72477,2025
162,Overall,20307631130712.19531,,Overall,-0.12815,0.16070,0.09956,0.21499,0.26587,0.25476,corporate,0.49765,2025
163,Overall,17036588869287.80469,,Overall,-0.25046,0.26140,0.17235,0.27298,0.26140,0.26298,non-corporate,0.23914,2025
0,Accommodation,251468386854.07248,7210,Accommodation and food services,-0.05932,0.20939,0.15256,0.26386,0.30860,0.29894,corporate,0.20105,2026
1,Food services and drinking places,170870560831.34879,7220,Accommodation and food services,-0.07647,0.19396,0.13644,0.25194,0.29511,0.28561,corporate,0.39136,2026
2,Administrative and support services,106492097792.69568,5610,Administrative and waste management services,-0.10449,0.17354,0.11435,0.23247,0.27725,0.26733,corporate,0.63374,2026
3,Waste management and remediation services,69464866307.31482,5620,Administrative and waste management services,-0.12540,0.16453,0.10289,0.21794,0.26937,0.25785,corporate,0.51241,2026
4,Farms,359601192714.82739,110C,"Agriculture, forestry, fishing, and hunting",-0.08570,0.18759,0.12950,0.24553,0.28953,0.27986,corporate,0.34203,2026
5,"Forestry, fishing, and related activities",34352705962.32426,113F,"Agriculture, forestry, fishing, and hunting",-0.09393,0.18468,0.12576,0.23981,0.28699,0.27677,corporate,0.33730,2026
6,"Performing arts, spectator sports, museums, and related activities",79922779340.27766,711A,"Arts, entertainment, and recreation",-0.15964,0.15181,0.08677,0.19415,0.25825,0.24452,corporate,0.58729,2026
7,"Amusements, gambling, and recreation industries",103100531850.63574,7130,"Arts, entertainment, and recreation",-0.14452,0.14976,0.08742,0.20465,0.25646,0.24505,corporate,0.52580,2026
8,Construction,167674309864.62842,2300,Construction,-0.08904,0.18335,0.12545,0.24321,0.28583,0.27651,corporate,0.40921,2026
9,Educational services,321852356259.17963,6100,Educational services,-0.09386,0.18740,0.12770,0.23986,0.28937,0.27838,corporate,0.40804,2026
10,Credit intermediation and related activities,742471497270.98792,5220,Finance and insurance,-0.09101,0.17995,0.12201,0.24184,0.28285,0.27367,corporate,0.59522,2026
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.07000,0.20098,0.14357,0.25644,0.30124,0.29150,corporate,0.31272,2026
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.07387,0.19522,0.13788,0.25375,0.29621,0.28680,corporate,0.49769,2026
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.06067,0.20839,0.15133,0.26292,0.30772,0.29792,corporate,0.25282,2026
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.08951,0.18373,0.12540,0.24288,0.28616,0.27647,corporate,0.52597,2026
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09253,0.18627,0.12700,0.24078,0.28838,0.27780,corporate,0.43512,2026
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09340,0.18459,0.12540,0.24018,0.28691,0.27647,corporate,0.46046,2026
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09376,0.18354,0.12454,0.23993,0.28600,0.27576,corporate,0.45287,2026
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.14243,0.16371,0.09994,0.20610,0.26865,0.25541,corporate,0.60046,2026
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.16717,0.15833,0.09157,0.18891,0.26395,0.24848,corporate,0.63754,2026
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.16180,0.14188,0.07750,0.19265,0.24956,0.23684,corporate,0.65966,2026
21,Information and data processing services,118194411065.82817,5140,Information,-0.13719,0.15694,0.09477,0.20975,0.26273,0.25113,corporate,0.73455,2026
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.07658,0.19726,0.13923,0.25187,0.29799,0.28791,corporate,0.37764,2026
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.08246,0.18661,0.12924,0.24778,0.28868,0.27965,corporate,0.44191,2026
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07433,0.19190,0.13503,0.25343,0.29330,0.28444,corporate,0.45065,2026
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.05129,0.20697,0.15186,0.26944,0.30648,0.29836,corporate,0.30090,2026
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07153,0.19515,0.13836,0.25537,0.29615,0.28719,corporate,0.37635,2026
27,Paper products,129541595783.22841,3220,Manufacturing,-0.10580,0.17171,0.11259,0.23156,0.27565,0.26587,corporate,0.53881,2026
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10736,0.17067,0.11142,0.23048,0.27474,0.26490,corporate,0.57400,2026
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.08306,0.19030,0.13239,0.24736,0.29190,0.28225,corporate,0.32103,2026
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.18217,0.12794,0.06259,0.17849,0.23737,0.22451,corporate,0.62593,2026
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.10129,0.17435,0.11564,0.23469,0.27796,0.26840,corporate,0.51535,2026
